"x","y"
2.15739454142749,22.684642633321
2.56844214163721,21.845148006462
8.37809359654784,37.8588999786516
21.1787351872772,55.8011492324763
27.9041023459285,67.0793422224901
49.7977710328996,123.74574398953
52.3775015026331,118.234018897965
56.2137227971107,117.870624394351
58.0227109603584,135.80932150605
85.987149272114,181.129131909258
95.6830740906298,218.334383089274
114.054921781644,238.243466475431
120.366590796039,251.168525324232
124.075346626341,256.848314321854
125.883118249476,288.845506939544
132.427297765389,282.494613129519
147.399379871786,332.162552903659
163.578575942665,378.190509842261
185.85076648742,395.958823452737
198.105990886688,384.791758519054
210.251802112907,456.497089224181
229.199615539983,478.195214237755
233.145579928532,505.820722380293
243.427847279236,514.187327100236
247.959123225883,515.272161919889
250.371370464563,512.324745531138
264.602148905396,511.63757934146
271.759282331914,584.671107768789
281.955437501892,571.133231563253
283.882478484884,687.637783655994
290.680520702153,563.920307990347
335.226735798642,669.860954464532
338.568676961586,585.58129396546
345.813202438876,677.615484037076
356.938396347687,752.042691107367
361.503093270585,857.888087016962
376.698790118098,772.025042200141
390.883059008047,774.974877985273
397.504014195874,711.471343431331
403.474576072767,802.815698111939
411.278417333961,830.170312114056
420.418355846778,785.413588969307
424.725325545296,890.822620780805
431.092229904607,881.913325128604
441.328231245279,775.218408235457
471.342839300632,1106.12617051321
501.169596798718,1030.83890842806
507.143477210775,1119.63229361947
513.544058660045,1158.5018641028
545.712232356891,1079.47747945641
546.265262644738,1175.28133998472
560.337393544614,958.49667824468
563.954283250496,1194.3823145292
575.817075558007,1212.68839383875
584.261658601463,1071.98611662149
584.714649012312,1227.49060341849
649.537545163184,1327.16727715364
688.953053439036,1515.62792643807
702.118645887822,1513.93216424869
705.345196416602,1461.70615079759
705.51394787617,1435.63876984125
708.882687380537,1556.42331099566
712.719269562513,1429.36191519962
714.642527978867,1535.65260449253
715.659396257252,1584.63109354643
716.189875965938,1447.6677205397
717.96466037631,1698.36052035076
721.967031015083,1423.51088369304
731.960431905463,1476.46372152243
735.677363118157,1503.16308985337
759.571612579748,1355.38678261563
781.847328646109,1535.02925149655
788.929540663958,1554.28594913507
789.745220448822,1313.73560426163
792.044395580888,1728.82627971688
803.778051398695,1535.53651443105
822.174292523414,1842.98940842248
838.175075827166,1872.51669306598
844.557528849691,1739.56154647843
849.542906275019,1614.2370433387
849.643532885239,1833.26889741076
862.43368126452,1645.97242864627
864.05991925858,1819.58396297041
871.944821905345,1948.52440345308
881.078746169806,1819.04387480963
893.801693571731,1449.34965414022
922.776174498722,1754.53994761676
927.809147397056,1888.82695717912
944.416621001437,1942.73877680948
948.931704740971,2033.52617584117
959.546276368201,1956.14335011432
960.491938516498,1802.37075466547
970.832143444568,2014.60193556363
971.070517785847,1943.82743526011
972.500115865842,1708.89489558135
982.403821311891,1966.33711738486
983.898932812735,1956.35124657473
991.462528239936,1767.77328788321
992.993683554232,1653.11476488668
994.450384285301,2055.05783308183
