"x","y"
1.45745323970914,65.9727137645102
3.85909178294241,-12.9627763234749
23.6464906483889,477.057464556879
40.3937459923327,794.419397261682
45.6586834043264,843.671798443078
47.793100355193,928.509505781304
59.0269947424531,1168.12346531706
61.8042156565934,991.605907720148
118.147265631706,2444.64128916378
142.355585237965,2908.8505730841
152.106803376228,2707.58854242627
175.240973709151,2875.24582608327
176.153532695025,2885.22403134558
180.257842410356,3406.97521407727
208.728122524917,3500.92863539261
208.91295094043,3386.7854670341
218.380813021213,4329.63375348696
221.353110391647,4458.91219446669
228.590104496107,3980.68580706609
242.679627845064,4042.44699710032
243.505090475082,4449.51284637894
254.237337037921,3780.29389694407
263.156377477571,3952.61109669848
276.377333560959,5390.25944271427
281.793822068721,6103.50273468217
282.65214827843,4038.62942809671
288.67767797783,5681.41023708547
293.419873341918,4445.06467899418
309.324561385438,6101.85108772231
329.682948999107,6503.52509703697
331.510512391105,7044.74058397445
331.931028049439,4813.53583662175
346.445671981201,7007.32687304463
347.429942572489,5940.2591870127
359.017666662112,5358.15079326072
366.002022055909,8047.78911113187
376.431359676644,8388.09474500226
398.124248487875,6296.22653395528
404.155475087464,6036.82991699788
410.266408231109,6502.88726819814
411.680947989225,8545.32447347337
419.766088249162,8742.42021411209
425.469612237066,8587.28716095611
429.797143209726,9070.58205796655
434.094991302118,7675.18656873971
437.932058237493,8192.68022788594
449.448781320825,6997.00983216269
451.7831671983,7120.78834167631
453.829416073859,9404.66963805688
470.920440275222,6707.18403340117
478.979908162728,10221.0286168202
499.907173914835,9799.88173841985
514.30850266479,9491.23975256003
519.459997769445,9074.68769275155
526.430474361405,9441.68551825574
529.354902682826,10779.8020456649
534.630946116522,11662.3689746462
561.070890631527,8269.1372341855
574.763586977497,8292.25077723588
593.07880140841,11428.3889546484
601.958449697122,12793.9585454833
603.961797663942,13574.6751395549
607.251330511644,11603.0986324902
610.659311059862,11896.3106963618
632.404844509438,11252.8383530965
633.101594867185,12776.0980188561
637.194722658023,12690.4309853304
651.689966442063,12145.256702578
659.261384513229,14231.7817345002
663.746695732698,10734.0541116181
666.139319771901,9113.62763727679
671.081492677331,14598.3068043997
677.558265626431,12013.7269802006
715.286581544206,12003.1999866235
722.760363481939,11775.6603839946
739.499151241034,10582.0524277905
774.215405574068,11701.0529391995
791.746416827664,13577.6877079006
804.45284047164,16147.9054673332
836.211316520348,11798.1950464751
846.180870430544,18332.721527017
865.60413101688,16199.8544187608
869.443863630295,12838.9103168198
872.904296498746,13101.7523301842
877.601503860205,18967.7349613751
890.987332211807,14108.0811142317
892.978120362386,17364.6062941346
916.535341180861,15240.7925117008
918.506207410246,19331.1063201912
922.46792674996,14081.8676877619
928.231735480949,13387.9412678623
932.12202610448,13057.6318795066
945.58494258672,14682.2155882192
946.210554568097,13878.216210501
961.829405976459,15105.1178594131
966.195920715109,15890.0340181152
969.972465420142,13580.4032958938
973.209386691451,18665.5987927732
983.217653818429,17463.0954627173
999.47027489543,20591.1294055058
