"x","y"
2.83969612792134,12.4525909766463
12.7168342005461,-163.99778726701
20.4416192136705,32.2615842582011
23.9080539904535,439.878595562148
32.8583824448287,-260.086610967679
46.5457569807768,135.715169337304
47.0433463342488,314.034515300529
52.4895957205445,495.077350846337
65.6149364076555,32.1312127803585
90.87557438761,313.553816207437
91.1893271841109,419.12331664905
140.051547205076,530.307123321998
161.577341612428,455.981718138974
185.464969137684,290.949712019529
190.162798156962,459.704732001674
196.192362578586,428.515393790588
197.127217659727,466.883743517371
201.786844758317,288.929381965524
208.467183634639,446.042388216181
216.138421557844,817.082558939686
219.617411494255,288.814442113544
223.712152568623,468.084252178471
227.562649175525,361.494507139584
245.6846665591,531.356531482033
267.542460002005,585.274070075299
268.449525814503,747.770730395776
286.397781921551,570.242528209457
299.812887096778,485.528958833938
308.307705912739,684.399769038189
321.012002415955,832.728023392156
322.343808365986,752.776231548927
324.786101002246,589.39523898289
327.013694448397,268.582281405285
333.334907190874,840.642939390743
352.718494599685,816.769754576668
362.969563342631,490.009137794893
368.974309647456,922.074117910544
372.868714621291,683.873449194883
388.755061198026,360.40403665341
389.858013717458,859.623280008934
421.309581724927,843.934392598261
423.695006174967,569.563934633684
440.680344589055,1175.29216462409
451.106620719656,921.833876371035
452.769937925041,1000.95137731131
458.365339087322,1117.67563407956
462.017952697352,920.404347703496
467.103136237711,1180.85310458252
477.178376400843,904.206599399284
491.130201378837,1048.70867592568
494.075978873298,915.424793341057
508.946303511038,1385.98826889884
514.871906489134,1190.19964762001
519.65231471695,1134.58977893706
523.178420495242,1299.11897922319
534.004083834589,1148.6871552472
536.880285246298,1031.61653600308
539.360026130453,1251.01909194158
543.507158756256,1017.66950400862
546.051387442276,1226.0672508977
558.433337602764,1310.81469178529
606.331562623382,1403.04166505479
633.386381203309,1261.29496607692
639.613757608458,980.209313942402
644.592361524701,1382.62760607716
683.817574987188,1378.70071714756
686.587311793119,1551.41472160543
694.178803358227,1281.01552886473
726.000497816131,1423.94317390183
736.763192806393,1526.35465432003
741.156557342038,1658.93353118467
770.544823491946,1589.7772966954
777.705677319318,1338.23255284231
780.766411218792,1805.91353052571
783.410736825317,1692.4684875967
791.844398481771,1732.74964984445
797.343837097287,1482.15731589194
798.583161784336,1776.78945980641
801.494834711775,1697.67041521593
826.796969166026,2148.03604616427
833.95074121654,1421.45065057394
835.189421428367,1719.55336634939
837.07554358989,1775.34988508478
841.551083838567,1795.1619485585
843.281841604039,1777.90894738146
864.203630480915,1702.71234128613
864.370185649022,1671.2261768236
873.410220490769,1763.6747467328
876.749917864799,2079.40965183335
884.67658823356,2100.31808572362
890.892395284027,1757.37627536997
892.823276808485,1624.27767416739
896.140109980479,1364.47131500716
896.312524797395,1909.99857586361
905.060170451179,1539.57414365252
913.419894641265,2267.01239518943
925.425282679498,1765.72745831483
967.061058385298,1921.6289514571
982.452944619581,1639.20728535103
997.652112971991,2080.366485428
