"x","y"
721.797517267987,7220.43795803156
139.555071946234,1416.29079419139
432.468430837616,4404.1508572324
981.201900634915,9817.07064409764
779.926724266261,7831.6909067178
32.3874766472727,565.324086763865
564.167286502197,5553.26844083782
227.147645317018,2360.49458086476
28.9537210483104,26.4515477920601
603.829468134791,6510.20812032272
362.629804527387,2898.28090202564
280.313054099679,2996.2941326928
496.492805890739,5181.26817171602
541.518155485392,5171.4895891209
946.453139651567,8501.99950592466
875.011320691556,9686.60881002535
37.0239911135286,317.786424541245
103.642810834572,675.535995872615
625.208215788007,5562.03974414709
621.068616630509,6597.43235589368
367.834673728794,4105.35808863347
851.602805079892,8779.83250637821
170.518877683207,2380.44955830989
482.832814566791,3522.86927665323
708.497700281441,8387.93944040691
139.615884516388,310.768756432722
85.8183964155614,1108.4326593434
910.158447455615,9855.91595028927
22.5190769415349,159.490307353102
559.701920021325,5066.12026592743
508.693330921233,5128.20449556842
162.447371752933,1112.49529425404
872.886211844161,9546.72531803951
606.679971329868,6760.10517047283
434.103639330715,4520.23124356527
775.119866244495,8461.07544326456
834.923925809562,8300.4326592976
173.382963286713,3105.66489455583
81.0845911037177,778.642108958753
71.4830223005265,-642.379404637239
499.968518735841,3429.27740638417
163.087400142103,480.472035901272
755.643644370139,6877.60233684085
102.849821792915,2024.14281211674
378.26039060019,3436.61720800862
981.615744298324,9935.69899525534
596.681044436991,6103.71426917363
700.934565858915,8096.66073374773
759.900798089802,6978.93381730143
970.219344133511,11507.4721980727
503.611047752202,5920.60478710361
337.90196897462,2396.74692497782
233.053188072518,3152.4315623063
777.840690687299,7688.70446110698
433.268743334338,4074.82745225626
897.846270352602,7419.43501198582
456.827644724399,6730.14430467713
238.804774591699,3667.96298980521
929.57068188116,11415.7479550274
740.930718136951,5050.13685611269
807.656714692712,6626.83806185229
354.388016974553,799.172503597779
140.758654568344,3062.48675206317
402.278230292723,5658.24963643232
181.280774530023,-106.157668571084
804.998047882691,10418.571674659
699.494768166915,6655.11142622619
578.350141411647,3438.3223344887
506.790967658162,7759.47035134724
822.391956113279,9312.81124853404
884.600262856111,8778.24040978018
415.767887141556,4557.9648547368
867.908652639017,9809.97338514902
342.125337803736,2833.50869838385
281.620319001377,2730.52087968651
113.008944084868,3927.05771087067
950.02208580263,11217.664959898
592.009913409129,5787.85856858561
408.688121475279,4084.78202797817
716.084331972525,4611.23544442052
767.57500693202,10524.0781301369
48.1582335196435,-1283.01676968175
184.192783664912,-745.024346418028
299.501773901284,1019.47534349305
847.576646599919,11640.9340601992
248.190382961184,2515.72354147986
609.48452888988,9990.30518738851
358.130305306986,3900.15821127566
162.593163084239,1015.77131166123
208.874234231189,2597.81485517778
918.163754278794,10256.9585224
931.174539960921,12244.3059033587
101.188839180395,4144.39116610587
374.705130700022,7193.98167605235
793.226398294792,11209.9051896515
851.491486886516,9781.10380000383
407.342415070161,795.896866588929
53.5927736200392,4915.33196752245
352.834061952308,-1019.92256011957
421.951946336776,4381.76618268734
